chip_id,country,cluster
g16_00102_18,netherlands,0
g14-2_00042_3,croatia,0
g6-0_00057_17,sweden,0
g212_00016_16,france,0
g26_00028_11,latvia,0
g2_00005_13,germany,1
g16_00049_4,netherlands,0
g1_0000007680-0000003584,brazil,2
g2_00042_7,slovakia,2
g0_00012_5,luxembourg,0
g2_0000010240-0000002560,brazil,2
g11_00087_4,lithuania,0
g45_0000000512-0000000000,vietnam,0
g6_00032_6,slovenia,0
g83_00052_14,austria,0
g14-2_00064_13,croatia,0
g6_00019_18,slovenia,0
g2_00073_3,slovakia,2
g5_0000000000-0000001536,portugal,0
g82_00028_8,austria,0
g6_00022_6,slovenia,1
g2_0000011264-0000009728,brazil,2
g49_0000000512-0000001024,vietnam,0
g2_0000005120-0000004096,brazil,2
g6_00014_15,slovenia,1
g6-0_00069_11,sweden,0
g1_0000000512-0000001536,portugal,0
1592804,rwanda,0
g212_00014_16,france,0
g6-0_00038_11,sweden,2
g13_00002_14,slovenia,1
g16_00038_10,netherlands,1
g94_00007_3,austria,0
g6_00003_14,belgium,1
g15_00146_0,estonia,1
g6-0_00007_3,sweden,2
g2_00032_8,slovakia,0
g0_00045_12,luxembourg,0
g8_00112_8,lithuania,1
g1_00020_3,spain,0
g13-5_00005_10,sweden,1
g0_00029_4,luxembourg,0
g31_00027_12,latvia,0
g21_00003_4,slovakia,1
g6-0_00042_16,sweden,0
g13-5_00030_15,sweden,1
g13-5_00031_10,sweden,0
g8_00070_3,lithuania,0
g0_00041_13,luxembourg,0
g6_00059_5,denmark,0
g6_00109_15,denmark,2
g15_00181_9,estonia,0
g1_0000001536-0000001536,portugal,0
g2_00038_9,belgium,0
g10_00107_16,estonia,0
g15_00083_0,estonia,0
g2_00032_0,slovakia,2
g10-3_00029_7,croatia,0
g0_0767,india,1
g82_00015_3,austria,0
g11_00077_14,lithuania,0
g19_00008_6,latvia,1
g4_00021_2,spain,0
g16_00086_10,netherlands,1
g2_00103_6,slovakia,0
g53_0000001024-0000000000,vietnam,0
g22_00083_0,denmark,2
g2_00029_14,slovakia,0
g15-1_00030_9,finland,1
g2_0000009728-0000003072,brazil,2
g10_00087_16,estonia,0
g0_0000002048-0000000000,vietnam,0
g22_00005_14,denmark,2
g11_00117_11,lithuania,0
g13-5_00083_14,sweden,0
g14-1_00055_7,finland,1
g13-5_00027_3,sweden,0
g1_00008_2,germany,1
g212_00042_2,france,0
g15-1_00059_9,finland,0
g15-1_00006_17,finland,0
g15-1_00093_11,finland,0
1592655,rwanda,0
g14-1_00101_0,finland,1
g78_00034_15,austria,0
g79_00033_11,austria,0
g8_00095_8,lithuania,1
g212_00091_12,france,0
g26_00024_12,latvia,2
g31_00036_6,latvia,0
g50_00005_3,latvia,0
g6_00007_12,denmark,2
g212_00045_16,france,0
g0_1262,india,1
g79_00019_13,austria,0
g165_00008_5,france,0
g31_00057_1,latvia,0
g2_0368,india,1
g1_00011_14,south_africa,0
g0_1789,india,1
g2_0927,india,1
g15-1_00146_17,finland,1
g8_00056_5,lithuania,0
g21_00090_5,slovakia,1
g50_00032_17,latvia,1
g0_00036_9,luxembourg,0
g10_00041_2,estonia,2
g10-3_00063_12,croatia,1
g51_0000000512-0000001024,vietnam,0
g25_00042_12,latvia,1
g13_00042_5,slovenia,1
g11_00091_18,lithuania,0
g77_00033_14,austria,0
g21_00009_4,slovakia,2
g14-1_00074_17,finland,0
g95_00039_16,austria,0
g6_00039_17,denmark,2
g22_00035_15,denmark,2
g82_00033_0,austria,0
g212_00043_8,france,0
g2_0000004096-0000003072,kenya,1
g13_00032_7,slovenia,1
g3_0000005120-0000002560,kenya,1
g6_00055_6,slovenia,1
g1_00001_11,south_africa,1
g212_00095_3,france,0
g13-5_00010_4,sweden,0
g16_00079_15,netherlands,0
g14-2_00082_1,croatia,0
g1_00009_17,south_africa,2
g8_00003_8,lithuania,0
g26_00035_18,latvia,0
g8_00055_18,lithuania,0
g15_00183_4,estonia,1
g165_00040_15,france,1
g1_00009_13,germany,0
g2_1172,india,1
g3_0000001536-0000001024,kenya,1
g22_00006_2,denmark,2
g6-0_00076_5,sweden,2
g11_00126_1,lithuania,0
g22_0000001024-0000000000,vietnam,0
g21_00018_10,slovakia,2
g2_00086_13,slovakia,2
g8_00024_15,lithuania,1
g2_00011_3,germany,2
g8_00029_3,lithuania,0
g82_00045_5,austria,0
g21_00018_18,slovakia,2
g2_0000004608-0000003584,kenya,1
g14-2_00006_13,croatia,0
g14-1_00068_8,finland,0
g1_00009_14,south_africa,2
g2_00001_12,south_africa,2
g10-3_00026_18,croatia,0
g22_00034_14,denmark,2
g165_00102_13,france,1
g212_00097_9,france,1
g83_00019_18,austria,0
g2_00009_3,germany,2
g78_00037_0,austria,0
g6_00042_11,slovenia,0
g50_0000001024-0000001024,vietnam,0
g50_00035_0,latvia,2
g23_00022_1,netherlands,1
g25_00052_17,latvia,0
g212_00021_12,france,0
g8_00136_12,lithuania,1
g78_00044_4,austria,0
g7_00035_3,spain,0
g6_00011_6,slovenia,1
g13_00052_2,slovenia,0
g6_00043_1,belgium,0
g6_00028_10,belgium,0
g2_00001_18,south_africa,2
g2_00100_14,slovakia,2
g2_1173,india,1
g78_00052_12,austria,0
g2_00013_12,germany,0
g10_00023_12,estonia,0
g2_00017_6,belgium,0
g165_00068_5,france,0
g22_00004_5,denmark,2
g2_00005_6,germany,0
g14-1_00022_0,finland,0
g1_00004_13,south_africa,0
g10_00045_2,estonia,0
g0_00022_6,luxembourg,0
g2_00038_0,slovakia,2
g23_00093_5,netherlands,1
g10-3_00012_0,croatia,0
g16_00095_1,netherlands,0
g15_00087_5,estonia,0
g15-1_00041_4,finland,1
g19_00058_13,latvia,1
g10_00100_11,estonia,1
g2_0000001536-0000010240,brazil,2
g8_00122_1,lithuania,1
g2_00051_13,belgium,0
g1_0000000512-0000000512,vietnam,0
g14-1_00138_0,finland,0
g32_0000000512-0000000512,vietnam,0
g6_00099_14,denmark,2
g2_00010_0,germany,0
g2_00003_3,slovakia,2
g2_0518,india,1
g95_00053_11,austria,0
g2_00071_1,slovakia,2
g13-5_00137_7,sweden,1
g11_00087_6,lithuania,0
g0_00040_13,luxembourg,0
g21_00069_13,slovakia,2
g3_00007_13,south_africa,0
g3_00016_7,spain,0
g0_00028_7,luxembourg,0
g13-5_00075_12,sweden,0
g11_00140_18,lithuania,2
g8_0000001024-0000001024,portugal,0
g6_00017_14,slovenia,0
g15_00091_9,estonia,1
g77_00013_5,austria,0
g11_00093_17,lithuania,0
g1_00007_8,south_africa,0
g14-1_00075_7,finland,0
g13-5_00059_16,sweden,0
g10_00122_11,estonia,0
g165_00092_2,france,0
g13-5_00062_5,sweden,0
g10-3_00090_14,croatia,0
g10_00020_14,estonia,0
g2_00002_11,germany,2
g22_00043_12,denmark,2
g2_00008_7,south_africa,2
g11_00077_3,lithuania,1
g79_00038_2,austria,0
g16_00058_11,netherlands,0
g212_00096_15,france,0
g78_00014_16,austria,0
g165_00053_3,france,0
g21_00081_7,slovakia,2
g2_00083_5,slovakia,2
g6-0_00072_8,sweden,2
g23_00035_18,netherlands,0
g21_00071_8,slovakia,2
g2_1391,india,1
g4_00005_15,spain,0
g94_00004_3,austria,0
g2_00044_1,slovakia,2
g15_00139_0,estonia,0
g13_00008_15,slovenia,0
g26_00031_0,latvia,0
g3_00006_4,spain,0
g11_00069_7,lithuania,1
g23_00063_16,netherlands,0
g3_0000000000-0000004096,brazil,2
g2_0000013824-0000011776,brazil,2
1592594,rwanda,0
g1_0828,india,1
g10-3_00016_1,croatia,0
g79_00051_0,austria,1
g4_00025_9,spain,0
g83_00021_11,austria,0
g21_00077_3,slovakia,0
g13_00020_8,slovenia,0
g8_00049_2,lithuania,0
g2_00011_5,germany,2
g8_00144_9,lithuania,0
g41_00053_14,latvia,0
g19_00014_11,latvia,0
g2_0000006144-0000005632,brazil,2
g10_00181_1,estonia,1
1592700,rwanda,0
g14-1_00003_9,finland,1
g79_00037_8,austria,0
g82_00021_12,austria,0
g1_00025_3,spain,0
g31_00050_17,latvia,1
g19_00052_1,latvia,0
g21_00086_17,slovakia,2
g79_00018_5,austria,1
g14-1_00063_10,finland,0
g0_00035_9,luxembourg,0
g11_00037_10,lithuania,0
g11_00054_2,lithuania,0
g10_00125_18,estonia,0
g3_00008_10,south_africa,0
g2_0000012800-0000007168,brazil,2
g16_00032_1,netherlands,0
g0_00047_4,luxembourg,0
g77_00022_6,austria,0
g10_00038_7,estonia,0
g10-3_00014_12,croatia,0
g165_00066_9,france,0
g2_00049_11,slovakia,0
g13_00032_17,slovenia,0
g0_00039_18,luxembourg,0
g22_00036_12,denmark,2
g78_00022_6,austria,1
g21_00026_1,slovakia,1
g212_00037_6,france,0
g6_00041_2,belgium,0
g6_00022_13,denmark,2
g8_00118_15,lithuania,1
g13_00015_8,slovenia,0
g2_00025_11,belgium,0
g50_00020_1,latvia,0
g94_00034_9,austria,0
g13-5_00099_14,sweden,0
g7_00044_11,spain,0
g23_00069_5,netherlands,1
1592697,rwanda,0
g11_00005_3,lithuania,1
g13-5_00136_3,sweden,1
g0_0000007680-0000000512,kenya,1
g15_00011_18,estonia,0
g19_00006_14,latvia,0
g21_00072_8,slovakia,2
g14-1_00042_3,finland,0
g2_00001_15,germany,2
g15-1_00081_17,finland,0
g23_00098_12,netherlands,0
g6_00014_0,belgium,0
g15_00089_4,estonia,1
g2_00016_0,germany,2
g2_00027_10,belgium,0
g1_00014_2,germany,0
g8_00007_2,lithuania,0
g14-2_00061_0,croatia,0
g8_00078_7,lithuania,0
g10_00115_1,estonia,1
g2_00011_11,belgium,0
g14-1_00027_16,finland,0
g3_0000007680-0000002560,brazil,2
g0_1032,india,1
g2_0132,india,1
g22_00074_11,denmark,2
g22_00034_12,denmark,2
g13-5_00034_18,sweden,0
g212_00041_3,france,1
g0_0000001024-0000000000,portugal,1
g13-5_00130_1,sweden,1
g7_00031_18,spain,0
g6-0_00094_4,sweden,2
g8_00087_10,lithuania,1
g31_00026_1,latvia,2
g7_00040_15,spain,0
g14-1_00039_2,finland,0
g15_00010_3,estonia,1
g15-1_00148_18,finland,0
g4_00038_6,spain,0
g165_00042_0,france,0
g79_00045_8,austria,0
g10-3_00090_9,croatia,0
g25_00015_8,latvia,2
g21_00012_13,slovakia,1
g13_00050_17,slovenia,0
g10_00166_12,estonia,0
g23_00059_16,netherlands,0
g22_00066_7,denmark,0
g8_00129_18,lithuania,0
g15-1_00049_1,finland,0
g15_00168_18,estonia,1
g2_00008_6,slovakia,2
g21_00047_7,slovakia,1
g165_00060_5,france,0
g0_00026_14,luxembourg,0
g16_00068_1,netherlands,0
g79_00016_7,austria,1
g165_00047_12,france,0
1592705,rwanda,1
g11_00090_7,lithuania,0
g6-0_00087_5,sweden,0
g8_00114_8,lithuania,0
g8_00033_2,lithuania,0
g165_00082_11,france,0
g11_00005_13,lithuania,2
g0_00002_3,luxembourg,0
g8_00103_7,lithuania,1
g94_00002_15,austria,0
g3_00027_3,spain,0
g2_00058_1,belgium,0
g2_00002_15,germany,0
g165_00100_2,france,0
g2_00016_8,belgium,0
g0_00028_10,luxembourg,0
g14-1_00029_14,finland,0
g2_0399,india,1
g3_00008_6,south_africa,2
g25_00010_16,latvia,2
g2_00064_11,slovakia,2
g15_00086_2,estonia,1
g6-0_00111_1,sweden,1
g1_00003_1,south_africa,2
g8_00038_4,lithuania,0
g6_00021_11,belgium,0
g1_00009_15,south_africa,0
g2_00091_17,slovakia,2
g15_00086_14,estonia,2
g6_00062_8,denmark,2
g15-1_00086_1,finland,1
g31_00033_17,latvia,0
g4_00009_6,spain,0
g212_00089_5,france,0
g1_00019_13,germany,0
g1_0000007168-0000002048,brazil,2
1592769,rwanda,0
g21_00070_12,slovakia,2
g25_00061_5,latvia,2
g0_00037_15,luxembourg,0
g6-0_00079_15,sweden,2
g23_00094_12,netherlands,0
g165_00044_15,france,0
g6_00015_17,belgium,1
g165_00050_15,france,0
g0_1762,india,1
g15_00089_1,estonia,0
g165_00050_14,france,0
g11_00016_7,lithuania,0
g15_00015_8,estonia,0
g95_00022_11,austria,0
g2_00013_11,slovakia,0
g8_00109_7,lithuania,0
g23_00034_15,netherlands,0
g15-1_00040_13,finland,0
g2_0276,india,1
g83_00020_4,austria,0
g2_00003_16,south_africa,2
g2_00034_13,belgium,0
g10_00044_6,estonia,0
g16_00053_17,netherlands,0
g14-2_00089_7,croatia,0
g19_00042_1,latvia,0
g14-2_00005_15,croatia,0
g78_00031_3,austria,1
g13-5_00095_11,sweden,0
g212_00067_16,france,1
g4_00016_2,spain,0
g10-3_00073_8,croatia,0
g0_1024,india,1
g94_00053_1,austria,0
g22_00039_8,denmark,2
g2_0000027136-0000009216,brazil,2
g41_00036_16,latvia,1
g2_0000024576-0000013824,brazil,2
g50_00008_6,latvia,1
g31_00048_12,latvia,0
g165_00076_13,france,1
g7_00028_18,spain,0
g10-3_00030_13,croatia,0
g41_00055_14,latvia,0
g0_00018_0,luxembourg,0
g19_00062_14,latvia,0
g2_1738,india,1
g13-5_00099_12,sweden,0
g15-1_00080_17,finland,0
g94_00031_12,austria,0
g2_0000011264-0000005120,brazil,2
g22_0000001024-0000000512,vietnam,0
1592626,rwanda,0
1592686,rwanda,0
g165_00072_7,france,0
g165_00047_4,france,0
g212_00066_18,france,0
g6_00003_16,denmark,2
g14-2_00029_17,croatia,0
g15_00118_1,estonia,0
g14-1_00084_4,finland,0
g6_00040_17,denmark,2
g6-0_00098_15,sweden,0
g79_00045_4,austria,1
g21_00118_4,slovakia,2
g2_0000008704-0000008192,brazil,2
g1_00018_1,spain,0
g14-1_00093_17,finland,0
g15-1_00084_4,finland,1
g22_00057_3,denmark,2
g8_00067_3,lithuania,1
g0_0196,india,1
g15-1_00077_0,finland,2
g8_00075_14,lithuania,0
g10-3_00071_3,croatia,0
g3_00015_16,spain,0
g0_00040_12,luxembourg,0
g13-5_00120_16,sweden,0
g8_0000007168-0000003584,kenya,1
g16_00006_14,netherlands,0
g13_00052_14,slovenia,1
g1_00003_12,south_africa,0
g13_00048_9,slovenia,0
g15_00155_18,estonia,0
g78_00006_6,austria,0
g14-2_00004_1,croatia,0
g10-3_00023_2,croatia,0
g21_00092_12,slovakia,0
g1_0000011264-0000000000,brazil,1
g8_00042_4,lithuania,2
g95_00031_15,austria,0
g3_00008_0,south_africa,2
g2_00004_9,germany,0
g31_00031_18,latvia,1
g6_00063_12,denmark,2
g7_00038_0,spain,1
g15-1_00078_17,finland,0
g78_00002_18,austria,0
g6-0_00087_12,sweden,0
g15_00013_10,estonia,0
g0_00044_2,luxembourg,0
g6-0_00006_9,sweden,0
g14-2_00070_15,croatia,0
g95_00040_18,austria,0
g15_00011_15,estonia,2
g7_00044_10,spain,0
g2_00031_3,slovakia,0
g14-1_00074_2,finland,1
g4_00010_3,spain,0
g2_00052_12,belgium,0
g10-3_00090_12,croatia,0
g15-1_00127_8,finland,0
g1_00023_5,spain,0
g16_00005_15,netherlands,1
g212_00101_7,france,2
g3_00017_8,spain,0
g21_00092_9,slovakia,2
g2_00033_11,belgium,0
g1_00008_4,south_africa,0
g25_00062_8,latvia,1
g212_00073_13,france,0
1592835,rwanda,0
g212_00087_2,france,0
g21_00105_9,slovakia,1
g13_00014_14,slovenia,0
g21_00058_0,slovakia,2
g2_0000005120-0000004608,brazil,2
g15-1_00080_7,finland,0
g15-1_00027_11,finland,1
g15_00037_6,estonia,1
g10_00024_7,estonia,0
g41_00058_3,latvia,0
g2_0000016384-0000017408,brazil,2
g165_00093_16,france,0
g0_00022_15,luxembourg,0
g6_00065_16,denmark,2
g15_00114_7,estonia,0
g2_00003_12,germany,2
g6_00002_6,belgium,0
g6_00035_8,belgium,0
g15_00084_5,estonia,1
g6-0_00098_10,sweden,1
g2_0199,india,1
g6_00073_13,denmark,2
g28_0000001024-0000001024,vietnam,0
g13-5_00071_10,sweden,2
g50_00044_15,latvia,1
g212_00093_4,france,1
g8_00016_6,lithuania,1
g13-5_00108_8,sweden,2
g15_00139_8,estonia,1
g2_00043_2,slovakia,2
g6_00078_7,denmark,2
g3_00012_11,south_africa,0
g26_00023_9,latvia,1
g8_00056_9,lithuania,1
g2_0137,india,1
g15-1_00024_0,finland,0
g7_00039_10,spain,0
g165_00046_10,france,0
g165_00004_1,france,0
g6-0_00031_9,sweden,2
g15_00027_1,estonia,0
g95_00041_13,austria,0
g10-3_00088_4,croatia,0
g212_00048_13,france,1
g14-2_00096_12,croatia,0
g41_00066_0,latvia,2
g2_00002_2,belgium,0
g6-0_00078_4,sweden,0
g2_00010_2,south_africa,2
g21_00024_2,slovakia,0
g15-1_00010_17,finland,1
g2_00003_9,south_africa,2
g8_00035_12,lithuania,1
g6_00005_17,belgium,0
g6-0_00040_7,sweden,0
g6_00026_8,belgium,0
g10_00102_10,estonia,2
g2_0000020992-0000006656,brazil,2
g212_00064_1,france,2
g6_00005_6,belgium,1
g13_00035_15,slovenia,0
g1_0000001024-0000000512,portugal,0
g77_00009_9,austria,1
g82_00034_5,austria,0
g6_00096_2,denmark,2
g7_00022_13,spain,0
g10-3_00093_16,croatia,1
g2_00012_6,belgium,0
g15_00072_14,estonia,1
g14-2_00088_18,croatia,0
g0_0000002048-0000001024,vietnam,0
g10-3_00021_16,croatia,0
g15_00042_2,estonia,2
g77_00009_8,austria,1
g10_00054_0,estonia,0
g4_00011_17,spain,0
g94_00027_2,austria,0
g21_00088_17,slovakia,2
g15_00008_18,estonia,0
g8_00085_8,lithuania,1
g6_00004_1,slovenia,1
g14-1_00127_9,finland,0
g31_00022_12,latvia,0
g6_00062_12,denmark,2
g2_00026_17,belgium,0
g15-1_00026_14,finland,0
g6_00085_1,denmark,2
g16_00004_13,netherlands,1
g31_00065_1,latvia,0
g31_00031_5,latvia,0
g22_00086_7,denmark,2
g11_00092_4,lithuania,0
g212_00011_5,france,0
g83_00044_18,austria,0
g8_00111_10,lithuania,0
g0_00014_11,luxembourg,0
g2_1241,india,1
g6_00002_17,denmark,2
g2_00080_0,slovakia,2
g6_00021_12,belgium,1
g212_00010_18,france,0
1592605,rwanda,0
g31_00011_14,latvia,0
g3_00013_4,south_africa,2
g14-2_00084_7,croatia,0
g13-5_00119_11,sweden,0
g77_00042_12,austria,0
g13-5_00033_10,sweden,0
g6_00003_17,denmark,2
g2_00030_16,belgium,0
g212_00094_9,france,0
g31_00023_17,latvia,0
g4_00013_1,spain,0
g15_00097_4,estonia,1
g0_00026_7,luxembourg,0
g2_00058_11,belgium,0
g15-1_00150_12,finland,0
g6-0_00052_15,sweden,1
g14-2_00059_13,croatia,0
g79_00029_9,austria,0
g41_00003_1,latvia,0
g83_00006_13,austria,0
g8_00013_14,lithuania,0
g23_00057_10,netherlands,0
g22_00080_7,denmark,2
g1_00026_15,spain,0
g1_0000003584-0000002048,brazil,2
g1_00005_15,south_africa,1
g1_0000009728-0000001024,brazil,2
g3_1652,india,1
g7_00017_1,spain,0
g16_00079_4,netherlands,0
g13-5_00050_8,sweden,1
g79_00033_14,austria,0
g25_00014_3,latvia,2
g21_00011_18,slovakia,1
g21_00028_3,slovakia,2
g14-1_00102_1,finland,0
g10-3_00080_6,croatia,0
g212_00031_0,france,0
g31_00035_4,latvia,0
g2_00034_18,slovakia,0
g0_0000000512-0000000000,portugal,0
g0_00027_10,luxembourg,0
g212_00100_2,france,1
g25_00011_17,latvia,1
g2_0000019456-0000010752,brazil,1
g26_00035_1,latvia,0
g22_00069_11,denmark,2
g22_00078_11,denmark,2
g14-1_00045_6,finland,0
g4_00013_6,spain,0
g22_00043_15,denmark,1
g25_00030_10,latvia,0
g11_00121_10,lithuania,0
g4_00024_12,spain,0
g11_00140_3,lithuania,0
g13-5_00104_10,sweden,2
g8_00103_18,lithuania,0
g8_00020_1,lithuania,0
g23_00091_7,netherlands,0
g31_0000000512-0000001024,vietnam,0
g10_0000007680-0000002048,kenya,1
g10-3_00034_14,croatia,0
g6_00010_12,denmark,2
g0_0067,india,1
g19_00007_0,latvia,0
g10_00019_16,estonia,2
g21_00040_15,slovakia,1
g95_00047_16,austria,0
g21_00052_5,slovakia,1
g2_00010_11,south_africa,0
g4_00026_13,spain,0
g22_00010_5,denmark,2
g2_0000012800-0000011264,brazil,2
g2_00032_13,belgium,0
g10-3_00031_7,croatia,0
g11_00023_12,lithuania,1
g0_00029_7,luxembourg,0
g82_00050_6,austria,0
g2_00059_16,slovakia,2
g2_00004_12,belgium,1
g94_00014_9,austria,0
g23_00076_9,netherlands,0
g16_00047_6,netherlands,0
g0_00044_11,luxembourg,0
g212_00045_9,france,0
g6-0_00044_7,sweden,0
g6_00040_10,belgium,0
g25_00006_8,latvia,0
g1_0814,india,1
g16_00012_12,netherlands,0
g78_00004_8,austria,0
g165_00096_3,france,0
1592634,rwanda,0
g2_00008_17,germany,2
g212_00094_10,france,0
g10-3_00073_10,croatia,0
g7_0000007168-0000001024,kenya,1
g2_0000001024-0000011776,brazil,2
g14-1_00108_1,finland,0
g10_00181_3,estonia,1
g1_00011_9,germany,2
g10-3_00079_3,croatia,0
g14-1_00130_6,finland,0
g6_00046_7,denmark,2
g14-1_00140_2,finland,0
g2_1851,india,1
g22_00027_2,denmark,2
g79_00022_0,austria,1
g6_00021_0,belgium,0
g23_00082_18,netherlands,0
g11_00011_13,lithuania,1
g15_00034_2,estonia,2
g1_00011_7,germany,2
g6_00065_1,denmark,2
g21_00089_9,slovakia,2
g2_00011_4,germany,0
g2_0000005632-0000008192,brazil,2
g14-2_00051_17,croatia,0
g78_00025_8,austria,0
g4_00014_8,spain,0
g79_00026_7,austria,1
g94_00009_12,austria,0
g14-1_00140_17,finland,0
g19_00004_16,latvia,0
g1_00004_2,south_africa,0
g14-1_00094_10,finland,0
g2_0000003584-0000003584,brazil,2
g15-1_00023_14,finland,0
g6_00024_16,slovenia,0
g15_00063_4,estonia,1
g8_0000008192-0000002560,kenya,1
g13-5_00007_10,sweden,2
g21_00005_7,slovakia,2
g11_00115_13,lithuania,0
g19_00048_16,latvia,0
1592663,rwanda,0
g1_00010_18,south_africa,2
g25_00021_11,latvia,0
g11_00022_7,lithuania,1
g22_00047_16,denmark,2
g1_0000000000-0000000000,portugal,0
g6_00045_8,belgium,0
g212_00041_18,france,0
g14-1_00071_10,finland,0
g165_00092_15,france,2
g26_00003_16,latvia,0
g2_00010_13,south_africa,2
g2_00057_5,slovakia,2
g8_00051_12,lithuania,1
g23_00050_17,netherlands,1
g6-0_00075_11,sweden,0
g0_0770,india,1
g10-3_00071_9,croatia,0
g6_00022_6,belgium,0
g14-1_00112_16,finland,0
g14-1_00075_1,finland,0
g212_00066_5,france,0
g2_00001_11,south_africa,2
g2_00054_11,belgium,0
g15-1_00141_12,finland,0
g6_00007_10,belgium,0
g11_00097_10,lithuania,0
g14-2_00084_15,croatia,0
g0_1907,india,1
g95_00024_13,austria,0
g22_00070_6,denmark,2
g2_0000018432-0000004608,brazil,2
g21_00055_9,slovakia,2
g3_0000002560-0000004096,brazil,2
g1_00012_12,germany,2
g22_00065_12,denmark,2
g77_00011_2,austria,0
g23_00033_12,netherlands,1
g11_00115_15,lithuania,0
g26_00052_6,latvia,0
g6_00104_9,denmark,2
g6-0_00037_3,sweden,0
g13-5_00043_18,sweden,0
g21_00112_11,slovakia,2
g14-2_00071_8,croatia,0
g6_00063_17,denmark,2
g8_00033_1,lithuania,2
g2_1483,india,1
g1_00012_1,south_africa,2
g2_00011_2,germany,2
g0_00022_7,luxembourg,0
g6-0_00040_0,sweden,0
g15_00132_17,estonia,1
g2_0796,india,1
g3_1251,india,1
g95_00040_9,austria,0
g11_00065_11,lithuania,0
g8_00083_14,lithuania,0
g10_00097_9,estonia,0
g6-0_00085_5,sweden,0
g1_00013_3,south_africa,0
g15_00036_17,estonia,1
g21_00021_15,slovakia,1
g10_00069_1,estonia,1
g15_00011_17,estonia,1
g10-3_00036_9,croatia,0
g13-5_00112_0,sweden,0
g23_00032_2,netherlands,1
g41_0000000000-0000000512,vietnam,0
g2_0000017408-0000017920,brazil,2
g13-5_00015_2,sweden,0
g14-2_00090_2,croatia,1
g212_00102_3,france,0
g11_00065_5,lithuania,0
g3_00005_11,south_africa,0
g8_00121_2,lithuania,0
g15-1_00115_7,finland,2
g23_00059_8,netherlands,1
g11_00109_8,lithuania,0
g19_00009_18,latvia,2
g6-0_00018_1,sweden,0
g11_00054_6,lithuania,0
g1_0000001024-0000003072,brazil,2
g41_00037_17,latvia,0
g3_00007_15,south_africa,0
g26_00048_17,latvia,0
g23_00022_5,netherlands,1
g10_00007_9,estonia,2
g4_00022_13,spain,0
g1_0000000512-0000000512,portugal,0
g2_00001_2,south_africa,0
g21_00112_14,slovakia,2
g2_00089_5,slovakia,2
g6-0_00105_12,sweden,2
g8_00046_7,lithuania,0
g11_00011_10,lithuania,0
g6_00011_5,belgium,0
g14-2_00003_8,croatia,0
g3_0000010752-0000002048,brazil,1
g23_00029_10,netherlands,1
g14-1_00039_8,finland,0
g14-1_00053_17,finland,0
g6_00029_0,denmark,2
g2_0000002048-0000014336,brazil,2
g16_00048_7,netherlands,0
g14-1_00072_9,finland,1
g2_00032_3,belgium,0
g83_00046_11,austria,0
g11_00047_7,lithuania,0
g10-3_00070_2,croatia,0
g26_00045_18,latvia,2
g13_00054_5,slovenia,0
g16_00055_18,netherlands,0
g19_00040_16,latvia,1
g14-2_00037_10,croatia,0
g212_00043_15,france,0
g16_00029_12,netherlands,1
g6-0_00090_8,sweden,0
g31_00035_17,latvia,0
g2_00091_10,slovakia,2
g83_00015_1,austria,0
g31_00003_1,latvia,1
g1_00001_2,south_africa,1
g11_00026_4,lithuania,0
g23_00012_1,netherlands,1
g6_00040_3,denmark,2
1592642,rwanda,1
g41_00004_8,latvia,0
g1_00014_5,south_africa,2
g11_00112_3,lithuania,0
g16_00062_0,netherlands,1
g82_00029_3,austria,0
g8_00089_6,lithuania,0
g3_0000002560-0000003072,brazil,2
g2_1473,india,1
g94_00047_3,austria,0
g1_00011_2,south_africa,0
g8_00036_16,lithuania,0
g7_00030_10,spain,0
g16_00082_9,netherlands,0
g79_00010_11,austria,0
g23_00065_0,netherlands,1
g2_00041_12,belgium,0
g78_00025_13,austria,0
g10-3_00060_14,croatia,0
g78_00043_1,austria,1
g11_00021_10,lithuania,1
g13-5_00043_1,sweden,0
g8_00141_17,lithuania,1
g11_00026_12,lithuania,0
g19_00013_7,latvia,0
g8_00118_4,lithuania,0
g29_0000000512-0000000000,vietnam,0
g6_00042_4,belgium,0
g4_0000002048-0000004608,brazil,2
g6_00018_8,belgium,0
g82_00010_2,austria,0
g50_00011_8,latvia,0
g15_00166_14,estonia,1
g13-5_00107_1,sweden,1
g13-5_00114_16,sweden,0
g23_00098_4,netherlands,1
g13-5_00110_1,sweden,2
g15-1_00057_17,finland,0
g6-0_00033_9,sweden,0
g16_00045_17,netherlands,0
g11_00074_8,lithuania,0
g15-1_00153_15,finland,0
g0_00040_18,luxembourg,0
g15-1_00054_16,finland,1
g23_00065_18,netherlands,0
g2_0000017408-0000008192,brazil,2
g13-5_00116_9,sweden,1
g2_00039_16,slovakia,2
g0_00041_9,luxembourg,0
g16_00085_11,netherlands,0
g6-0_00064_13,sweden,0
g44_0000001024-0000000512,vietnam,0
g1_00014_12,south_africa,2
g6-0_00082_9,sweden,2
g78_00038_15,austria,0
g11_00141_2,lithuania,0
g16_00099_2,netherlands,0
g1_00019_12,spain,0
g21_00052_1,slovakia,2
g15_00084_9,estonia,1
g2_0000016896-0000002560,brazil,2
g6_00104_13,denmark,2
g11_00081_17,lithuania,0
g94_00047_2,austria,0
g6_00098_7,denmark,2
1592618,rwanda,0
g2_00046_10,slovakia,2
g11_00058_12,lithuania,0
g22_00044_4,denmark,2
g212_00076_2,france,2
